;Title;Date;Authors;Tags;NLP Keywords;Url
1993;UK weather: Storm Corrie set to hit just hours after two people die from falling trees in Storm Malik - as Met Office issues warnings;Sunday 30 January 2022 09:21, UK;['megan baynes', '@megbaynes'];['storm corrie', 'storm malik', 'uk weather'];['issues', 'warnings', 'winds', 'set', 'uk', 'power', 'met', 'strong', 'trees', 'office', 'malik', 'weather', 'storm', 'tree', 'bring', 'scotland'];https://web.archive.org/web/20220130105927/http://news.sky.com/story/uk-weather-storm-corrie-set-to-hit-just-hours-after-two-people-die-from-falling-trees-in-storm-malik-as-met-office-issues-warnings-12528591
1994;Donald Trump to pardon Capitol rioters - if he runs and wins in 2024;Sunday 30 January 2022 10:36, UK;['megan baynes', '@megbaynes'];['donald trump', 'us capitol', 'us capitol riots', 'us election 2024'];['charged', '2024', 'trump', 'wins', 'runs', 'rioters', 'mr', 'rally', 'house', 'attack', 'took', 'supporters', 'donald', 'pardon', 'told', 'capitol'];https://web.archive.org/web/20220130105927/http://news.sky.com/story/donald-trump-to-pardon-capitol-rioters-if-he-runs-and-wins-in-2024-12528612
1995;Fulham fan dies after cardiac arrest at Craven Cottage during Blackpool game;Sunday 30 January 2022 07:49, UK;[];[];['cottage', 'cardiac', 'blackpool', 'paul', 'craven', 'supporter', 'dies', 'arrest', 'family', 'pauls', 'fulham', 'club', 'treatment', 'received', 'condolences', 'fan', 'game', 'match'];https://web.archive.org/web/20220130105927/http://news.sky.com/story/fulham-fan-dies-after-cardiac-arrest-at-craven-cottage-during-blackpool-game-12528569
1996;Ukraine-Russia crisis: New legislation to be brought in this week will widen scope of possible sanctions against Russia;Sunday 30 January 2022 10:50, UK;[];[];['table', 'weapons', 'crisis', 'ukrainerussia', 'widen', 'russia', 'possible', 'legislation', 'uk', 'sanctions', 'troops', 'scope', 'ukraine', 'sending', 'secretary', 'week', 'strengthen', 'natos', 'brought', 'truss'];https://web.archive.org/web/20220130105927/http://news.sky.com/video/ukraine-russia-crisis-new-legislation-to-be-brought-in-this-week-will-widen-scope-of-possible-sanctions-against-russia-12528648
1997;Putin's oligarchs will have 'nowhere to hide' with widened sanctions if Russia invades Ukraine - as UK 'rules nothing out';Sunday 30 January 2022 12:59, UK;['greg heffer', '@gregheffer'];[];['russian', 'oligarchs', 'uk', 'hide', 'putin', 'widened', 'sanctions', 'putins', 'troops', 'rules', 'invades', 'week', 'foreign', 'truss', 'nato', 'money', 'russia', 'ukraine'];https://web.archive.org/web/20220130140857/http://news.sky.com/story/putins-oligarchs-will-have-nowhere-to-hide-with-widened-sanctions-if-russia-invades-ukraine-as-uk-rules-nothing-out-12528608
1998;Mason Greenwood: Manchester United says it 'does not condone violence' after assault allegations;Sunday 30 January 2022 13:59, UK;[];['manchester united', 'mason greenwood'];['does', 'allegations', 'greenwood', 'comment', 'circulating', 'images', 'violence', 'united', 'social', 'manchester', 'mason', 'condone', 'assault'];https://web.archive.org/web/20220130140857/http://news.sky.com/story/mason-greenwood-manchester-united-says-it-does-not-condone-violence-after-assault-allegations-12528801
1999;Harry and Meghan weigh in on Spotify row saying they expressed concerns about COVID misinformation last April;Sunday 30 January 2022 13:30, UK;[];[];['podcast', 'rogan', 'covid', 'harry', 'row', 'weigh', 'signed', 'platform', 'archewell', 'saying', 'scobie', 'spread', 'meghan', 'expressed', 'spotify', 'misinformation', 'concerns'];https://web.archive.org/web/20220130140857/http://news.sky.com/story/harry-and-meghan-weigh-in-on-spotify-row-saying-they-expressed-concerns-about-covid-misinformation-last-april-12528731
2000;Remembrance walk for those killed and injured on 50th anniversary of Bloody Sunday;Sunday 30 January 2022 11:42, UK;[];['bloody sunday'];['walk', 'victims', 'row', 'place', 'left', 'remembrance', '50th', 'william', 'michael', 'injured', 'anniversary', 'nash', 'right', 'killed', 'bloody'];https://web.archive.org/web/20220130140857/http://news.sky.com/story/remembrance-walk-for-those-killed-and-injured-on-50th-anniversary-of-bloody-sunday-12528666
2001;Young woman dies after being hit by a bus in Portsmouth;Sunday 30 January 2022 14:52, UK;[];['portsmouth'];['scene', 'pronounced', 'woman', 'road', 'pedestrian', 'portsmouth', 'dies', 'hampshire', 'young', 'following', 'hit', 'near', 'spokesman', 'bus'];https://web.archive.org/web/20220130152028/https://news.sky.com/story/young-woman-dies-after-being-hit-by-a-bus-in-portsmouth-12528769
2002;'Bomb cyclone' batters US East Coast with Nor'easter bringing mounds of snow and 'life-threatening' weather conditions;Sunday 30 January 2022 12:26, UK;[];['united states', 'weather'];['york', 'conditions', 'weather', 'storm', 'noreaster', 'wind', 'states', 'ocean', 'region', 'sunshine', 'coast', 'lifethreatening', 'mounds', 'east', 'winds', 'power', 'snow', 'cyclone', 'bringing'];https://web.archive.org/web/20220130152028/https://news.sky.com/story/bomb-cyclone-batters-us-east-coast-with-noreaster-bringing-mounds-of-snow-and-life-threatening-weather-conditions-12528604
2003;Boris Johnson still on his feet as Conservative rebels fail to land knockout blow - but PM could still face sucker punch;Sunday 30 January 2022 14:41, UK;['rob powell', '@robpowellnews'];['boris johnson', 'downing street parties'];['gray', 'face', 'report', 'knockout', 'punch', 'rebels', 'land', 'sucker', 'political', 'inquiry', 'remove', 'mr', 'minister', 'week', 'prime', 'fail', 'feet', 'conservative', 'johnson'];https://web.archive.org/web/20220130152028/https://news.sky.com/story/boris-johnson-still-on-his-feet-as-conservative-rebels-fail-to-land-knockout-blow-but-pm-could-still-face-sucker-punch-12528809
2004;'Bomb cyclone' strikes Maine, Massachusetts, New York, New Jersey and other states with blizzard conditions and cold snaps;Sunday 30 January 2022 12:26, UK;[];[];['international', 'travel', 'york', 'snaps', 'power', 'outages', 'snapsthousands', 'conditions', 'reported', 'massachusetts', 'jersey', 'widespread', 'cyclone', 'strikes', 'cold', 'maine', 'states'];https://web.archive.org/web/20220130152028/https://news.sky.com/video/bomb-cyclone-strikes-maine-massachusetts-new-york-new-jersey-and-other-states-with-blizzard-conditions-and-cold-snaps-12528708
2005;Trump says he will pardon the Capitol rioters if he runs again and is re-elected;Sunday 30 January 2022 08:44, UK;[];[];['unfairly', 'stormed', 'thousands', 'trump', 'reelected', 'runs', 'rioters', 'treated', 'supporters', 'wrongly', 'pardon', 'capitol'];https://web.archive.org/web/20220130152028/https://news.sky.com/video/trump-says-he-will-pardon-the-capitol-rioters-if-he-runs-again-and-is-re-elected-12528603
2006;UK 'ruling nothing out' on Ukraine;Sunday 30 January 2022 12:05, UK;[];[];['video', 'propping', 'russian', 'state', 'uk', 'oligarchs', 'putins', 'playerthe', 'ruling', 'secretary', 'vladimir', 'involved', 'ukraine'];https://web.archive.org/web/20220130152028/https://news.sky.com/video/govt-took-difficult-decisions-on-taxes-12528644
2007;Ukraine-Russia crisis: New legislation to be brought in this week will widen scope of possible sanctions against Russia;Sunday 30 January 2022 14:47, UK;[];[];['table', 'weapons', 'crisis', 'ukrainerussia', 'widen', 'russia', 'possible', 'legislation', 'uk', 'sanctions', 'troops', 'scope', 'ukraine', 'sending', 'secretary', 'week', 'strengthen', 'natos', 'brought', 'truss'];https://web.archive.org/web/20220130152028/https://news.sky.com/video/ukraine-russia-crisis-new-legislation-to-be-brought-in-this-week-will-widen-scope-of-possible-sanctions-against-russia-12528829
2008;Sergio Mattarella: Italian president secures re-election that will keep him in post until he's 87;Sunday 30 January 2022 15:13, UK;[];['italy'];['87', 'post', 'political', 'mattarellas', 'election', 'prime', 'reelection', 'mr', 'minister', 'president', 'italian', 'hes', 'party', 'parties', 'mattarella', 'secures', 'sergio'];https://web.archive.org/web/20220130152028/https://news.sky.com/story/sergio-mattarella-italian-president-secures-re-election-that-will-keep-him-in-post-until-hes-87-12528695
2009;Rafael Nadal wins Australian Open to become most successful man in tennis history;Sunday 30 January 2022 14:43, UK;[];[];['nadal', 'set', 'successful', 'history', 'second', 'rafael', 'wins', 'winning', 'man', 'break', 'victory', 'medvedev', 'open', 'tennis', 'pic', 'australian'];https://web.archive.org/web/20220130170444/https://news.sky.com/story/rafael-nadal-wins-australian-open-to-become-most-successful-man-in-tennis-history-12528705
2010;COVID: UK reports lowest number of daily coronavirus cases since 14 December;Sunday 30 January 2022 16:53, UK;[];['covid', 'covid-19', 'coronavirus'];['total', 'patients', 'covid', 'uk', '14', 'reports', 'cases', 'figures', 'latest', 'bringing', 'number', 'lowest', 'daily', 'deaths', 'vulnerable', 'coronavirus', 'children'];https://web.archive.org/web/20220130170444/https://news.sky.com/story/covid-uk-reports-lowest-number-of-daily-coronavirus-cases-since-14-december-12528935
2011;Chicago: Man who spent 20 years in jail released after twin confesses to murder;Sunday 30 January 2022 16:11, UK;[];['chicago'];['murder', 'twin', 'county', 'spent', 'mr', 'case', 'man', 'dugar', 'court', '20', 'jail', 'drop', 'chicago', 'confesses', 'released', 'trial', 'kevin', 'smith'];https://web.archive.org/web/20220130170444/https://news.sky.com/story/chicago-man-who-spent-20-years-in-jail-released-after-twin-confesses-to-murder-12528722
2012;Bloody Sunday: 'Murder is murder' - families mark 50th anniversary of tragedy by continuing fight for justice;Sunday 30 January 2022 20:47, UK;['david blevins', '@skydavidblevins'];['ireland', 'northern ireland'];['murder', 'mark', 'shot', 'victims', 'running', 'row', 'bloody', 'left', '50th', 'british', 'minister', 'fight', 'justice', 'anniversary', 'continuing', 'right', 'families', 'tragedy'];https://web.archive.org/web/20220130210902/http://news.sky.com/story/bloody-sunday-murder-is-murder-families-mark-50th-anniversary-of-tragedy-by-continuing-fight-for-justice-12529067
2013;Boris Johnson urged to 'go back to the drawing board' on controversial National Insurance rise after PM and Rishi Sunak double down on plan;Sunday 30 January 2022 14:48, UK;['greg heffer', '@gregheffer'];['boris johnson', 'rishi sunak'];['double', 'nhs', 'covid', 'plan', 'national', 'drawing', 'sky', 'mr', 'rise', 'urged', 'insurance', 'pressure', 'tax', 'sunak', 'rishi', 'money', 'johnson'];https://web.archive.org/web/20220130210902/http://news.sky.com/story/boris-johnson-urged-to-go-back-to-the-drawing-board-on-controversial-national-insurance-rise-after-pm-and-rishi-sunak-double-down-on-plan-12528742
2014;COVID-19: Parts of Beijing sealed off after two cases found - a week before city hosts Winter Olympics;Sunday 30 January 2022 19:37, UK;[];['beijing', 'beijing winter olympics', 'china'];['olympics', 'covid19', 'covid', 'comes', 'sealed', 'parts', 'officials', 'cases', 'beijing', 'city', 'week', 'restrictions', 'hosts', 'covidrelated', 'district', 'games', 'winter'];https://web.archive.org/web/20220130210902/http://news.sky.com/story/covid-19-parts-of-beijing-sealed-off-after-two-cases-found-a-week-before-city-hosts-winter-olympics-12528850
2015;Russia-Ukraine tensions: Sky's Dominic Waghorn on the ground in the Chernobyl Exclusion Zone;Sunday 30 January 2022 20:11, UK;[];[];['tensions', 'russiaukraine', 'video', 'waghorn', 'zone', 'diplomatic', 'editor', 'ground', 'skys', 'exclusion', 'dominic', 'prypyat', 'playerskys', 'chernobyl'];https://web.archive.org/web/20220130210902/http://news.sky.com/video/russia-ukraine-tensions-russian-troops-could-move-through-chernobyl-12529013
2016;Isaac Herzog becomes first Israeli president to visit the UAE;Sunday 30 January 2022 15:26, UK;[];[];['uae', 'sheikh', 'saudi', 'president', 'isaac', 'stepped', 'zayed', 'ties', 'israeli', 'uaeisraels', 'visit', 'herzog'];https://web.archive.org/web/20220130210902/http://news.sky.com/video/isaac-herzog-becomes-first-israeli-president-to-visit-the-uae-12528840
2017;COVID anti-vaxxer Robert F Kennedy questioned by Sky's Martha Kelner over coronavirus jabs;Sunday 30 January 2022 19:08, UK;[];[];['video', 'playerrobert', 'covid', 'questioned', 'robert', 'coronavirus', 'jr', 'skys', 'kelner', 'f', 'martha', 'jabs', 'vaccines', 'opposition', 'kennedy'];https://web.archive.org/web/20220130210902/http://news.sky.com/video/covid-anti-vaxxer-robert-f-kennedy-questioned-by-skys-martha-kelner-over-coronavirus-jabs-12528021
2018;Russia-Ukraine tensions: Target Putin's wealth before he launches invasion, says campaigner Bill Browder;Sunday 30 January 2022 19:49, UK;[];[];['tensions', 'russiaukraine', 'seizure', 'campaigner', 'uks', 'wealth', 'putins', 'simplest', 'invasion', 'way', 'target', 'browder', 'bill', 'launches', 'ukraine'];https://web.archive.org/web/20220130210902/http://news.sky.com/video/russia-ukraine-tensions-target-putins-wealth-before-he-invades-ukraine-says-campaigner-bill-browder-12528944
2019;COVID-19: Hong Kong allows hamster pet shops to reopen after thousands of rodents were culled due to COVID outbreak;Sunday 30 January 2022 19:11, UK;[];['covid-19', 'coronavirus'];['kong', 'rodents', 'reopen', 'covid19', 'pet', 'hamsters', 'thousands', 'outbreak', 'hamster', 'culled', 'virus', 'store', 'shops', 'hong', 'tested', 'testing'];https://web.archive.org/web/20220130210902/http://news.sky.com/story/covid-19-hong-kong-allows-hamster-pet-shops-to-reopen-after-thousands-of-rodents-were-culled-due-to-covid-outbreak-12528946
2020;Storm Malik sweeps across northern Europe leaving four dead - after two people were killed by falling trees in UK;Sunday 30 January 2022 18:01, UK;[];['denmark', 'germany', 'sweden'];['uk', 'parts', 'caused', 'leaving', 'malmo', 'sweeps', 'falling', 'reported', 'denmark', 'strong', 'trees', 'malik', 'hit', 'europe', 'storm', 'northern', 'killed', 'pic'];https://web.archive.org/web/20220130210902/http://news.sky.com/story/storm-malik-sweeps-across-northern-europe-leaving-four-dead-after-two-people-were-killed-by-falling-trees-in-uk-12528836
2021;Ukraine-Russia tensions: Liz Truss insists government not 'paralysed' by partygate - but army chief says row has 'weakened' UK's response to crisis in Europe;Sunday 30 January 2022 17:30, UK;['greg heffer', '@gregheffer'];['boris johnson', 'downing street parties'];['tensions', 'boris', 'liz', 'response', 'row', 'trevor', 'uks', 'paralysed', 'sitting', 'prime', 'mr', 'partygate', 'minister', 'secretary', 'ukrainerussia', 'weakened', 'truss', 'johnson'];https://web.archive.org/web/20220130210902/http://news.sky.com/story/ukraine-russia-tensions-liz-truss-insists-government-not-paralysed-by-partygate-but-army-chief-says-row-has-weakened-uks-response-to-crisis-in-europe-12528899
2022;Boris Johnson talks tough on Russia - but does the UK have the military might?;Sunday 30 January 2022 13:53, UK;['deborah haynes', '@haynesdeborah'];['boris johnson', 'defence', 'russia', 'ukraine'];['boris', 'does', 'russian', 'uk', 'military', 'talks', 'royal', 'weapons', 'size', 'soldiers', 'significant', 'armed', 'forces', 'tough', 'britains', 'russia', 'johnson'];https://web.archive.org/web/20220130212206/http://news.sky.com/story/boris-johnson-talks-tough-on-russia-but-does-the-uk-have-the-military-might-12528700
2023;Russia-Ukraine tensions: Moscow gave the order to clear Chernobyl Exclusion Zone - now Kyiv hopes it won't be used to invade;Monday 31 January 2022 00:41, UK;['dominic waghorn', '@dominicwaghorn'];['chernobyl', 'russia', 'ukraine'];['zone', 'border', 'used', 'tensions', 'russiaukraine', 'russian', 'inside', 'ukraine', 'kyiv', 'moscow', 'ukrainian', 'wont', 'increased', 'order', 'hopes', 'radiation', 'exclusion', 'invade', 'chernobyl'];https://web.archive.org/web/20220131032032/http://news.sky.com/story/russia-ukraine-tensions-moscow-gave-the-order-to-clear-chernobyl-now-kyiv-hopes-it-wont-be-used-to-invade-12529104
2024;Mason Greenwood arrested on suspicion of rape and assault after Manchester United suspend him over woman's allegations;Sunday 30 January 2022 20:02, UK;[];[];['debut', 'allegations', 'suspend', 'greenwood', 'rape', 'womans', 'suspicion', 'earlier', 'images', 'violence', 'united', 'statement', 'manchester', 'social', 'mason', 'assault', 'arrested'];https://web.archive.org/web/20220131032032/http://news.sky.com/story/mason-greenwood-arrested-on-suspicion-of-rape-and-assault-after-manchester-united-suspend-him-over-womans-allegations-12528951
2025;Robert F Kennedy Jr: America's most famous political dynasty has given rise to one of its leading COVID anti-vaxxers - and his falsehoods reach millions;Sunday 30 January 2022 19:06, UK;['martha kelner', '@marthakelner'];['covid-19', 'coronavirus', 'moderna vaccine', 'pfizer-biontech vaccine'];['vaccine', 'health', 'covid', 'robert', 'defense', 'political', 'reach', 'given', 'mr', 'website', 'rise', 'kennedys', 'leading', 'millions', 'famous', 'jr', 'childrens', 'kennedy'];https://web.archive.org/web/20220131032032/http://news.sky.com/story/robert-f-kennedy-jr-americas-most-famous-political-dynasty-has-given-rise-to-one-of-its-leading-covid-anti-vaxxers-and-his-falsehoods-reach-millions-12528811
2026;Spotify to add 'content advisory' to podcast episodes about COVID after Neil Young and Joni Mitchell pull music in misinformation row;Sunday 30 January 2022 22:59, UK;[];['covid-19', 'coronavirus', 'spotify'];['podcast', 'neil', 'row', 'pull', 'ek', 'platform', 'rules', 'young', 'mitchell', 'music', 'joni', 'content', 'spotify', 'misinformation', 'concerns'];https://web.archive.org/web/20220131032032/http://news.sky.com/story/spotify-to-add-content-advisory-to-podcast-episodes-about-covid-after-neil-young-and-joni-mitchell-pull-music-in-misinformation-row-12529130
2027;'I had to re-mortgage my home but I still gambled every day': Women encouraged to seek help for addiction;Monday 31 January 2022 00:52, UK;[];[];['walker', 'persons', 'gambled', 'women', 'seek', 'help', 'remortgage', 'encouraged', 'raise', 'think', 'day', 'ms', 'addiction', 'getting', 'children', 'gambling'];https://web.archive.org/web/20220131032032/http://news.sky.com/story/i-had-to-re-mortgage-my-home-but-i-still-gambled-every-day-women-encouraged-to-seek-help-for-addiction-12529165
2028;Christian Eriksen set for remarkable Premier League comeback with Brentford after cardiac arrest at Euro 2020;Sunday 30 January 2022 21:15, UK;[];['christian eriksen'];['eriksen', 'league', 'set', 'premier', 'comeback', 'cardiac', 'medical', 'team', 'playing', 'month', 'world', 'goal', 'qatar', 'christian', 'remarkable', 'play', 'brentford', 'euro'];https://web.archive.org/web/20220131032032/http://news.sky.com/story/christian-eriksen-set-for-remarkable-premier-league-comeback-with-brentford-after-cardiac-arrest-at-euro-2020-12529034
2029;Russia-Ukraine tensions: Far-right militia trains civilians to fight;Sunday 30 January 2022 20:04, UK;[];['ukraine'];['tensions', 'russiaukraine', 'reputation', 'separatists', 'unit', 'civilians', 'trains', 'militia', 'prorussian', 'neonazis', 'farright', 'fight', 'white'];https://web.archive.org/web/20220131032032/http://news.sky.com/video/russia-ukraine-tensions-ukraine-far-right-military-unit-trains-civilians-to-fight-12529058
2030;UK weather: Tree felled by Storm Malik destroys Sky Sports reporter's car;Sunday 30 January 2022 14:44, UK;[];[];['downie', 'sky', 'felled', 'malik', 'weather', 'storm', 'playersky', 'video', 'keith', 'uk', 'shared', 'tree', 'destroys', 'reporters', 'reporter', 'falling', 'images', 'car', 'twitter'];https://web.archive.org/web/20220131032032/http://news.sky.com/video/uk-weather-tree-felled-by-storm-malik-destroys-sky-sports-reporters-car-12528830
2031;Russia-Ukraine tensions: How many military personnel are ready to respond to escalation?;Sunday 30 January 2022 22:42, UK;[];['europe', 'nato', 'russia', 'ukraine', 'united kingdom', 'united states'];['tensions', 'russiaukraine', 'ready', 'military', 'escalation', 'group', 'troops', 'air', 'natos', 'respond', 'battle', 'nato', 'personnel', 'ukraine'];https://web.archive.org/web/20220131032032/http://news.sky.com/story/russia-ukraine-tensions-how-many-military-personnel-are-ready-to-respond-to-escalation-12528649
2032;Israeli president to continue UAE state visit despite Houthi ballistic missile;Monday 31 January 2022 00:43, UK;[];['israel', 'middle east', 'united arab emirates'];['relations', 'state', 'uae', 'missile', 'houthi', 'yemens', 'despite', 'mr', 'president', 'ballistic', 'israel', 'continue', 'emirati', 'israeli', 'visit', 'herzog'];https://web.archive.org/web/20220131032032/http://news.sky.com/story/israeli-president-to-continue-uae-state-visit-as-planned-despite-houthi-ballistic-missile-12528851
2033;Is your job at risk? The roles most likely to be moved out of the UK due to remote working;Monday 31 January 2022 03:49, UK;[];['unemployment', 'technology'];['remote', 'uk', 'likely', 'working', 'sky', 'moved', 'pandemic', 'office', 'offshoring', 'job', 'jobs', 'risk', 'told', 'chocolate', 'roles'];https://web.archive.org/web/20220131040859/http://news.sky.com/story/is-your-job-at-risk-the-roles-most-likely-to-be-moved-out-of-the-uk-due-to-remote-working-12527495
2034;Boris Johnson pledges 'Brexit Freedoms Bill' to ease ditching of EU laws - but Scottish minister warns of 'undermining' devolution;Monday 31 January 2022 06:47, UK;['greg heffer', '@gregheffer'];['boris johnson', 'brexit', 'downing street parties'];['uk', 'eu', 'uks', 'laws', 'minister', 'brexit', 'bill', 'pledges', 'labour', 'scottish', 'retained', 'undermining', 'warns', 'vat', 'ease', 'freedoms', 'plans', 'johnson'];https://web.archive.org/web/20220131050843/https://news.sky.com/story/boris-johnson-continues-partygate-fightback-with-new-brexit-freedoms-bill-to-ease-ditching-of-eu-laws-12528971
2035;Dear Friend: Sir Paul McCartney reveals why song from 1971 album still makes him emotional;Monday 31 January 2022 03:30, UK;[];[];['album', 'mccartney', 'track', 'paul', 'song', 'reveals', 'emotional', 'dear', 'wild', 'sort', 'makes', 'friend', 'john', 'sir', 'life'];https://web.archive.org/web/20220131050843/https://news.sky.com/story/dear-friend-sir-paul-mccartney-reveals-why-song-from-1971-album-still-makes-him-emotional-12529195
2036;Downing Street parties: Boris Johnson awaits his fate as Sue Gray's partygate report expected this week;Monday 31 January 2022 04:47, UK;[];['boris johnson', 'downing street parties', 'sue gray report'];['expected', 'street', 'matter', 'prime', 'podcasts', 'partygate', 'report', 'fate', 'roper', 'week', 'release', 'timing', 'grays', 'investigation', 'sue', 'parties', 'johnson'];https://web.archive.org/web/20220131050843/https://news.sky.com/story/downing-street-parties-boris-johnson-awaits-his-fate-as-sue-grays-partygate-report-expected-this-week-12529234
2037;COVID-19: Coronavirus restrictions eased for adults in care homes;Monday 31 January 2022 03:31, UK;[];['covid-19', 'coronavirus'];['covid19', 'care', 'homes', 'tests', 'visitors', 'days', 'restrictions', 'week', 'visits', 'test', 'residents', 'coronavirus', 'adults', 'eased', 'weekly'];https://web.archive.org/web/20220131050843/https://news.sky.com/story/covid-19-coronavirus-restrictions-eased-for-adults-in-care-homes-12529220
2038;Divided States podcast: Biden vs Putin: Is the Ukraine crisis one big bluff?;Monday 31 January 2022 05:02, UK;[];[];['york', 'talks', 'crisis', 'big', 'vladimir', 'biden', 'ukrainein', 'stone', 'states', 'bluff', 'podcast', 'putin', 'strategist', 'ukraine', 'skys', 'divided', 'mark', 'west', 'vs'];https://web.archive.org/web/20220131050843/https://news.sky.com/story/divided-states-podcast-biden-vs-putin-is-the-ukraine-crisis-one-big-bluff-12527640
2039;Sue Gray report given to Boris Johnson as long-awaited inquiry into Downing Street lockdown parties concludes;Monday 31 January 2022 12:37, UK;['alan mcguinness', '@alan_mcguinness'];['downing street parties', 'sue gray report'];['video', 'street', 'inquiry', 'gray', 'longawaited', 'given', 'prime', 'minister', 'report', 'statement', 'update', 'lockdown', 'sue', 'downing', 'parties', 'johnson'];https://web.archive.org/web/20220131133712/https://news.sky.com/story/sue-gray-report-given-to-boris-johnson-as-long-awaited-inquiry-into-downing-street-lockdown-parties-concludes-12525650
2040;Sue Gray report - live: Boris Johnson to make statement at 3.30pm - as Number 10 'cannot confirm' if full report will ever be made public;;[];['boris johnson', 'downing street parties', 'live', 'sue gray report'];['serial', 'gray', 'report', 'choice', 'confirm', 'matter', 'minister', 'think', 'statement', 'public', 'boris', 'wish', 'prime', 'office', 'number', 'live', 'words', 'conservative', 'sue', 'johnson'];https://web.archive.org/web/20220131133712/https://news.sky.com/story/boris-johnson-latest-news-uk-sue-gray-report-parties-partygate-live-12514080
2041;Boris Johnson receives Sue Gray's report into Downing Street parties - what happens next?;Monday 31 January 2022 11:26, UK;['alix culbertson', '@alixculbertson'];['boris johnson', 'downing street parties', 'sue gray report'];['boris', 'street', 'received', 'inquiry', 'published', 'report', 'receives', 'statement', 'vote', 'grays', 'happens', 'sue', 'downing', 'parties', 'johnson'];https://web.archive.org/web/20220131133712/https://news.sky.com/story/boris-johnson-receives-sue-grays-report-into-downing-street-parties-what-happens-next-12525287
2042;Leonard Fenton, who played Dr Legg in EastEnders, has died aged 95, his family say;Monday 31 January 2022 13:46, UK;[];[];['played', 'died', 'career', 'eastenders', 'fenton', 'aged', 'family', 'leonard', 'brown', 'dr', 'charming', 'say', 'legg', 'dot'];https://web.archive.org/web/20220131133712/https://news.sky.com/story/leonard-fenton-who-played-dr-legg-in-eastenders-has-died-aged-95-his-family-say-12529553
2043;Cyprus: British woman wins 'landmark' appeal to overturn conviction for lying about gang rape;Monday 31 January 2022 12:51, UK;[];[];['lying', 'need', 'woman', 'decision', 'evidence', 'legal', 'judge', 'rape', 'wins', 'gang', 'british', 'young', 'conviction', 'family', 'statement', 'cyprus', 'landmark', 'overturn'];https://web.archive.org/web/20220131133712/https://news.sky.com/story/cyprus-british-woman-wins-appeal-to-overturn-conviction-for-lying-about-gang-rape-12529445
2044;COVID-19: NHS doctor Steve James who challenged Sajid Javid still refusing to have vaccine as ministers reconsider health worker mandate;Monday 31 January 2022 11:54, UK;[];['covid-19', 'nhs', 'vaccination'];['nhs', 'vaccine', 'worker', 'refusing', 'reconsider', 'mandatory', 'secretary', 'immunity', 'healthy', 'steve', 'javid', 'james', 'ministers', 'vaccines', 'told', 'mandate', 'sajid', 'staff'];https://web.archive.org/web/20220131133712/https://news.sky.com/story/covid-19-nhs-doctor-steve-james-who-challenged-sajid-javid-still-refusing-to-have-vaccine-as-ministers-reconsider-health-worker-mandate-12529372
2045;Kremlin says UK economic sanctions are attack on Russian businesses;Monday 31 January 2022 12:28, UK;[];['russia', 'ukraine'];['russian', 'putin', 'uk', 'kremlin', 'sanctions', 'dont', 'mr', 'minister', 'secretary', 'attack', 'wallace', 'president', 'ukraine', 'economic', 'russia', 'businesses'];https://web.archive.org/web/20220131133712/https://news.sky.com/story/kremlin-says-uk-economic-sanctions-are-attack-on-russian-businesses-12529379
2046;Cold-sensitive iguanas fall from Florida trees but 'are not dead' say experts;Monday 31 January 2022 09:22, UK;[];['florida'];['dead', 'coldsensitive', 'west', 'palm', 'fall', 'following', 'trees', 'selfpreservation', 'florida', 'littered', 'iguanas', 'shutdown', 'snap', 'say', 'experts'];https://web.archive.org/web/20220131133712/https://news.sky.com/video/cold-sensitive-iguanas-fall-from-florida-trees-but-are-not-dead-say-experts-12529343
2047;'Can't wait to get started' Christian Eriksen signs for Brentford Football Club after suffering cardiac arrest at Euro 2020;Monday 31 January 2022 11:05, UK;[];['christian eriksen', 'football'];['eriksen', 'cardiac', 'short', 'started', 'football', 'suffering', 'signs', 'club', 'christian', 'return', 'stint', 'twoyear', 'training', 'wait', 'euro'];https://web.archive.org/web/20220131133712/https://news.sky.com/video/cant-wait-to-get-started-christian-eriksen-signs-for-brentford-football-club-after-suffering-cardiac-arrest-at-euro-2020-12529406
2048;China probe Tianwen-1 surveys Mars' ice caps from space;Monday 31 January 2022 07:05, UK;[];['china', 'mars'];['mars', 'shows', 'spacefootage', 'surveys', 'ice', 'probe', 'pole', 'red', 'china', 'solar', 'tianwen1', 'caps', 'space'];https://web.archive.org/web/20220131133712/https://news.sky.com/video/china-probe-tianwen-1-surveys-mars-ice-caps-from-space-12529247
2049;Sue Gray report redactions 'for police convenience' says prominent barrister;Monday 31 January 2022 13:10, UK;[];['covid-19', 'downing street parties', 'sue gray report'];['street', 'gray', 'prime', 'prominent', 'convenience', 'barrister', 'report', 'respond', 'statement', 'redactions', 'received', 'sue'];https://web.archive.org/web/20220131133712/https://news.sky.com/video/sue-gray-report-redactions-for-police-convenience-says-prominent-barrister-12529562
2050;Downing Street Parties: Boris Johnson says he did not lie over 'bring your own booze' gathering;Tuesday 18 January 2022 13:44, UK;[];['boris johnson', 'downing street parties'];['gathering', 'boris', 'booze', 'street', 'lie', 'rules', 'gatheringthe', 'warned', 'party', 'bring', 'lockdown', 'downing', 'parties', 'johnson'];https://web.archive.org/web/20220131133712/https://news.sky.com/video/downing-street-parties-boris-johnson-says-he-did-not-lie-over-bring-your-own-booze-gathering-12519128
